accession	domain	phylum	class	order	family	genus	species	ambiguous_bases	checkm2_completeness	checkm2_contamination	checkm2_model	checkm_completeness	checkm_contamination	checkm_marker_count	checkm_marker_lineage	checkm_marker_set_count	checkm_strain_heterogeneity	coding_bases	coding_density	contig_count	gc_count	gc_percentage	genome_size	gtdb_genome_representative	gtdb_representative	gtdb_taxonomy	gtdb_type_designation_ncbi_taxa	gtdb_type_designation_ncbi_taxa_sources	gtdb_type_species_of_genus	l50_contigs	l50_scaffolds	longest_contig	longest_scaffold	lsu_23s_contig_len	lsu_23s_count	lsu_23s_length	lsu_23s_query_id	lsu_5s_contig_len	lsu_5s_count	lsu_5s_length	lsu_5s_query_id	lsu_silva_23s_blast_align_len	lsu_silva_23s_blast_bitscore	lsu_silva_23s_blast_evalue	lsu_silva_23s_blast_perc_identity	lsu_silva_23s_blast_subject_id	lsu_silva_23s_taxonomy	mean_contig_length	mean_scaffold_length	mimag_high_quality	mimag_low_quality	mimag_medium_quality	n50_contigs	n50_scaffolds	ncbi_assembly_level	ncbi_assembly_name	ncbi_assembly_type	ncbi_bioproject	ncbi_biosample	ncbi_contig_count	ncbi_contig_n50	ncbi_country	ncbi_date	ncbi_genbank_assembly_accession	ncbi_genome_category	ncbi_genome_representation	ncbi_isolate	ncbi_isolation_source	ncbi_lat_lon	ncbi_molecule_count	ncbi_ncrna_count	ncbi_organism_name	ncbi_protein_count	ncbi_refseq_category	ncbi_rrna_count	ncbi_scaffold_count	ncbi_scaffold_l50	ncbi_scaffold_n50	ncbi_scaffold_n75	ncbi_scaffold_n90	ncbi_seq_rel_date	ncbi_spanned_gaps	ncbi_species_taxid	ncbi_ssu_count	ncbi_strain_identifiers	ncbi_submitter	ncbi_taxid	ncbi_taxonomy	ncbi_taxonomy_unfiltered	ncbi_total_gap_length	ncbi_total_length	ncbi_translation_table	ncbi_trna_count	ncbi_type_material_designation	ncbi_ungapped_length	ncbi_unspanned_gaps	ncbi_wgs_master	protein_count	scaffold_count	ssu_contig_len	ssu_count	ssu_gg_blast_align_len	ssu_gg_blast_bitscore	ssu_gg_blast_evalue	ssu_gg_blast_perc_identity	ssu_gg_blast_subject_id	ssu_gg_taxonomy	ssu_length	ssu_query_id	ssu_silva_blast_align_len	ssu_silva_blast_bitscore	ssu_silva_blast_evalue	ssu_silva_blast_perc_identity	ssu_silva_blast_subject_id	ssu_silva_taxonomy	total_gap_length	trna_aa_count	trna_count	trna_selenocysteine_count
GB_GCA_030672065.1	Archaea	Asgardarchaeota	Heimdallarchaeia	Heimdallarchaeales	Heimdallarchaeaceae	UBA460	UBA460 sp023136245	0	84.97	3.39	General	85.05	4.21	149	k__Archaea (UID2)	107	0.0	1929904	91.30643775524494	216	693806	32.824925153383525	2113656	GB_GCA_023136245.1	f	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__Heimdallarchaeales;f__Heimdallarchaeaceae;g__UBA460;s__UBA460 sp023136245	not type material	none	f	55	55	45906	45906	none	0	none	none	none	0	none	none	none	none	none	none	none	none	9785	9785	f	f	t	11194	11194	Contig	ASM3067206v1	na	PRJNA950938	SAMN34049345	216	11194	none	2023-08-07	GCA_030672065.1	derived from metagenome	full	CSMAG_1332	cold seep	none	0	none	Candidatus Heimdallarchaeota archaeon	none	na	none	none	none	none	none	none	2023-08-07	0	2026747	none	CSMAG_1332	Third Institute of Oceanography, Ministry of Natural Resources	2026747	d__Archaea;p__Candidatus Heimdallarchaeota;c__;o__;f__;g__;s__	d__Archaea;x__Promethearchaeati;p__Candidatus Heimdallarchaeota;x__unclassified Candidatus Heimdallarchaeota;s__Candidatus Heimdallarchaeota archaeon	0	2113656	none	none	na	2113656	0	DAOVHD000000000.1	2185	216	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	0	17	36	0
GB_GCA_016840695.1	Archaea	Asgardarchaeota	Lokiarchaeia	Sigyniarchaeales	SOKP01	FT1-020	FT1-020 sp016840695	0	74.36	2.68	General	63.73	0.93	149	k__Archaea (UID2)	107	0.0	2421232	90.2385483309518	558	951329	35.45572995282404	2683146	GB_GCA_016840695.1	t	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Sigyniarchaeales;f__SOKP01;g__FT1-020;s__FT1-020 sp016840695	not type material	none	f	179	179	21845	21845	none	0	none	none	none	0	none	none	none	none	none	none	none	none	4808	4808	f	f	t	5097	5097	Contig	ASM1684069v1	na	PRJNA680430	SAMN16492188	558	5097	Pacific Ocean: Yap Trench	2021-02-09	GCA_016840695.1	derived from metagenome	full	Yap150.bin8.212	seawater	9.900000 N 138.510000 E	0	none	Promethearchaeota archaeon	none	na	none	none	none	none	none	none	2021-02-09	0	2053489	none	Yap150.bin8.212	Shenzhen Univeristy	2053489	d__Archaea;p__Promethearchaeota;c__;o__;f__;g__;s__	d__Archaea;x__Promethearchaeati;p__Promethearchaeota;x__unclassified Promethearchaeota;s__Promethearchaeota archaeon	0	2683146	none	none	na	2683146	0	JAEORV000000000.1	2906	558	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	0	16	27	1
GB_GCA_964600735.1	Archaea	Asgardarchaeota	Heimdallarchaeia	Heimdallarchaeales	Kariarchaeaceae	LC-2	LC-2 sp964600735	0	86.29	3.62	General	84.27	2.8	149	k__Archaea (UID2)	107	0.0	3477784	85.24897654428993	464	1432801	35.15419574405859	4079561	GB_GCA_964600735.1	t	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__Heimdallarchaeales;f__Kariarchaeaceae;g__LC-2;s__LC-2 sp964600735	not type material	none	f	90	72	111280	111280	87208	1	2561	CAZRLL010000003.1	none	0	none	none	2396	2089	0	82.721	BCSF01007275.2.2427	Archaea;Asgardarchaeota;Incertae Sedis;Incertae Sedis;Incertae Sedis;Incertae Sedis;uncultured marine virus	8783	11524	f	f	t	13047	16256	Scaffold	binchicken_co85_74	na	PRJEB82487	SAMEA117384585	464	13047	none	2025-01-13	GCA_964600735.1	derived from metagenome	full	binchicken_co85_74	none	none	0	none	uncultured archaeon	none	na	none	354	72	16256	9158	5010	2025-01-13	110	115547	none	binchicken_co85_74	Centre for Microbiome Research	115547	d__Archaea;p__;c__;o__;f__;g__;s__	d__Archaea;x__environmental samples;s__uncultured archaeon	3800	4079561	none	none	na	4075761	0	CAZRLL000000000.1	4117	354	26822	1	none	none	none	none	none	none	1554	CAZRLL010000026.1	357	195	2.2e-47	77.031	KP308748.17248.18707	Archaea;Nanoarchaeota;Nanoarchaeia;Woesearchaeales;Incertae Sedis;Incertae Sedis;uncultured archaeon	3800	17	40	0
GB_GCA_030602675.1	Archaea	Asgardarchaeota	Heimdallarchaeia	JABLTI01	JABLTI01	JABLTI01	JABLTI01 sp030602675	0	84.53	3.5	General	85.51	7.01	149	k__Archaea (UID2)	107	0.0	2658074	88.87867195287221	459	983745	32.8937227256571	2990677	GB_GCA_030602675.1	t	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__JABLTI01;f__JABLTI01;g__JABLTI01;s__JABLTI01 sp030602675	not type material	none	f	131	131	25762	25762	none	0	none	none	none	0	none	none	none	none	none	none	none	none	6515	6515	f	f	t	7094	7094	Contig	ASM3060267v1	na	PRJNA950938	SAMN34049276	459	7094	none	2023-08-03	GCA_030602675.1	derived from metagenome	full	CSMAG_1263	cold seep	none	0	none	Candidatus Heimdallarchaeota archaeon	none	na	none	none	none	none	none	none	2023-08-03	0	2026747	none	CSMAG_1263	Third Institute of Oceanography, Ministry of Natural Resources	2026747	d__Archaea;p__Candidatus Heimdallarchaeota;c__;o__;f__;g__;s__	d__Archaea;x__Promethearchaeati;p__Candidatus Heimdallarchaeota;x__unclassified Candidatus Heimdallarchaeota;s__Candidatus Heimdallarchaeota archaeon	0	2990677	none	none	na	2990677	0	JAUVZH000000000.1	3129	459	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	0	16	33	0
GB_GCA_030587545.2	Archaea	Asgardarchaeota	Lokiarchaeia	Sigyniarchaeales	Sigyniarchaeaceae	Sigyniarchaeum	Sigyniarchaeum tengchongense	0	90.08	4.4	General	93.46	6.54	149	k__Archaea (UID2)	107	0.0	4950147	88.98382411997612	295	3012782	54.15775806250398	5562974	GB_GCA_030587475.2	f	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Sigyniarchaeales;f__Sigyniarchaeaceae;g__Sigyniarchaeum;s__Sigyniarchaeum tengchongense	not type material	none	f	39	39	145768	145768	7676	1	1544	JAUQYX020000089.1	none	0	none	none	357	167	4.24e-39	75.91	CP009524.46693.49593	Archaea;Halobacteriota;Methanosarcinia;Methanosarcinales;Methanosarcinaceae;Methanosarcina;Methanosarcina sp. Kolksee	18857	18857	f	f	t	45508	45508	Contig	ASM3058754v2	na	PRJNA923143	SAMN32689771	295	45508	China: Tengchong County; Yunnan	2024-07-27	GCA_030587545.2	derived from metagenome	full	SQRJ_88	hot spring sediment	24.95 N 98.44 E	0	0	Candidatus Sigynarchaeota archaeon	none	na	2	none	none	none	none	none	2024-07-27	0	3036967	1	SQRJ_88	an eLibrary of Microbial Systematics and Genomics	3036967	d__Archaea;p__Candidatus Sigynarchaeota;c__;o__;f__;g__;s__	d__Archaea;x__Promethearchaeati;p__Candidatus Sigynarchaeota;x__unclassified Candidatus Sigynarchaeota;s__Candidatus Sigynarchaeota archaeon	0	5562974	11	68	na	5562974	0	JAUQYX000000000.2	5184	295	2921	1	none	none	none	none	none	none	678	JAUQYX020000256.1	602	398	6.65e-109	78.904	EU731643.1.1262	Archaea;Asgardarchaeota;Lokiarchaeia;Incertae Sedis;Incertae Sedis;Incertae Sedis;uncultured crenarchaeote	0	19	65	1
GB_GCA_048886755.1	Archaea	Asgardarchaeota	Odinarchaeia	Odinarchaeales	JBHLKK01	JBHLKK01	JBHLKK01 sp048939565	0	92.87	1.79	General	93.46	2.88	149	k__Archaea (UID2)	107	0.0	1554832	87.27749552198424	77	741604	41.6682726695026	1781481	GB_GCA_048939565.1	f	d__Archaea;p__Asgardarchaeota;c__Odinarchaeia;o__Odinarchaeales;f__JBHLKK01;g__JBHLKK01;s__JBHLKK01 sp048939565	not type material	none	f	14	11	175796	230887	none	0	none	none	none	0	none	none	none	none	none	none	none	none	23114	29691	f	f	t	40478	45701	Scaffold	ASM4888675v1	na	PRJNA1162170	SAMN43852789	77	40478	none	2025-03-24	GCA_048886755.1	derived from metagenome	full	DZ1B.313	none	none	0	0	Candidatus Hodarchaeota archaeon	none	na	0	60	11	45701	29449	14014	2025-03-24	17	2800102	0	DZ1B.313	East china normal University	2800102	d__Archaea;p__Candidatus Hodarchaeota;c__;o__;f__;g__;s__	d__Archaea;x__Promethearchaeati;p__Candidatus Hodarchaeota;x__unclassified Candidatus Hodarchaeota;s__Candidatus Hodarchaeota archaeon	1700	1781481	11	40	na	1779781	0	JBHLKL000000000.1	1861	60	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	1700	18	40	0
GB_GCA_021498125.1	Archaea	Asgardarchaeota	Thorarchaeia	Thorarchaeales	Thorarchaeaceae	B65-G9	B65-G9 sp021498125	0	98.24	3.32	General	95.33	3.74	149	k__Archaea (UID2)	107	0.0	2771092	88.96681208238998	15	1466404	47.07952964262162	3114748	GB_GCA_021498125.1	t	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__B65-G9;s__B65-G9 sp021498125	not type material	none	f	2	2	1553122	1553122	272164	1	2937	JAIZWL010000002.1	none	0	none	none	1204	398	2.65e-108	73.339	KX764886.1.3038	Archaea;Incertae Sedis;Incertae Sedis;Incertae Sedis;Incertae Sedis;Incertae Sedis;uncultured archaeon	207649	222482	f	f	t	272164	272164	Scaffold	ASM2149812v1	na	PRJNA721962	SAMN21379714	15	272164	Mexico: Gulf of California; Pescadero basin auka vent field	2022-01-18	GCA_021498125.1	derived from metagenome	full	FW25	rock	23.956988 N 108.862548 W	0	0	Candidatus Thorarchaeota archaeon	none	na	3	14	2	272164	185448	107794	2022-01-18	1	2053491	1	FW25	California Institute of Technology	2053491	d__Archaea;p__Candidatus Thorarchaeota;c__;o__;f__;g__;s__	d__Archaea;x__Promethearchaeati;p__Candidatus Thorarchaeota;x__unclassified Candidatus Thorarchaeota;s__Candidatus Thorarchaeota archaeon	10	3114748	11	45	na	3114738	0	JAIZWL000000000.1	2888	14	272164	1	none	none	none	none	none	none	1523	JAIZWL010000002.1	522	411	1.96e-112	81.034	DQ060321.1.1491	Archaea;Thermoproteota;Thermoproteia;Desulfurococcales;Ignisphaeraceae;Ignisphaera;Ignisphaera aggregans	10	19	45	1
GB_GCA_020353515.1	Archaea	Asgardarchaeota	Heimdallarchaeia	Hodarchaeales	Hodarchaeaceae	Hodarchaeum	Hodarchaeum sp020353515	0	96.05	7.42	General	92.99	3.74	149	k__Archaea (UID2)	107	0.0	4281407	86.60686688125165	113	1769492	35.87585014187194	4943496	GB_GCA_020353515.1	t	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__Hodarchaeales;f__Hodarchaeaceae;g__Hodarchaeum;s__Hodarchaeum sp020353515	not type material	none	f	11	1	414052	4943496	none	0	none	none	none	0	none	none	none	none	none	none	none	none	43648	4943496	f	f	t	113721	4943496	Chromosome	ASM2035351v1	na	PRJNA575161	SAMN17669671	113	113721	China:PRE	2021-10-07	GCA_020353515.1	derived from metagenome	full	bin6	environmental149	22.1315 N 113.8055 E	1	0	Candidatus Heimdallarchaeota archaeon	none	na	0	1	1	4943496	4943496	4943496	2021-10-07	113	2026747	0	bin6	Tongji University	2026747	d__Archaea;p__Candidatus Heimdallarchaeota;c__;o__;f__;g__;s__	d__Archaea;x__Promethearchaeati;p__Candidatus Heimdallarchaeota;x__unclassified Candidatus Heimdallarchaeota;s__Candidatus Heimdallarchaeota archaeon	11231	4943496	11	50	na	4932265	0	na	4483	1	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	11231	18	48	0
GB_GCA_964345915.1	Archaea	Asgardarchaeota	Thorarchaeia	Thorarchaeales	Thorarchaeaceae	SMTZ1-83	SMTZ1-83 sp964345915	0	80.19	5.06	General	80.84	5.68	149	k__Archaea (UID2)	107	55.56	2458335	90.42863511831368	514	1340632	49.31448397225566	2718536	GB_GCA_964345915.1	t	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__SMTZ1-83;s__SMTZ1-83 sp964345915	not type material	none	f	129	129	35017	35017	none	0	none	none	none	0	none	none	none	none	none	none	none	none	5288	5288	f	f	t	6649	6649	Contig	ERP108616_co1_168	na	PRJEB82487	SAMEA117293953	514	6649	none	2025-01-10	GCA_964345915.1	derived from metagenome	full	ERP108616_co1_168	none	none	0	none	uncultured archaeon	none	na	none	none	none	none	none	none	2025-01-10	0	115547	none	ERP108616_co1_168	Centre for Microbiome Research	115547	d__Archaea;p__;c__;o__;f__;g__;s__	d__Archaea;x__environmental samples;s__uncultured archaeon	0	2718536	none	none	na	2718536	0	CAYFTD000000000.1	2999	514	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	0	17	38	0
GB_GCA_019057475.1	Archaea	Asgardarchaeota	Thorarchaeia	Thorarchaeales	Thorarchaeaceae	WTCK01	WTCK01 sp019057475	0	96.42	2.59	General	92.99	4.21	149	k__Archaea (UID2)	107	0.0	2964739	88.78183887717172	56	1611957	48.2715364323568	3339353	GB_GCA_019057475.1	t	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__WTCK01;s__WTCK01 sp019057475	not type material	none	f	9	9	471622	471622	81010	1	2696	DXJO01000014.1	none	0	none	none	1507	377	3.16e-102	71.931	KP308697.2178.5234	Archaea;Thermoproteota;Bathyarchaeia;Incertae Sedis;Incertae Sedis;Incertae Sedis;uncultured archaeon	59631	59631	f	f	t	123724	123724	Contig	ASM1905747v1	na	PRJNA678817	SAMN19820870	56	123724	none	2021-06-29	GCA_019057475.1	derived from metagenome	full	MAG_9	marine sediment	11.2811 N 93.1 E	0	none	Candidatus Thorarchaeota archaeon	none	na	none	none	none	none	none	none	2021-06-29	0	2053491	none	MAG_9	The University of Queensland	2053491	d__Archaea;p__Candidatus Thorarchaeota;c__;o__;f__;g__;s__	d__Archaea;x__Promethearchaeati;p__Candidatus Thorarchaeota;x__unclassified Candidatus Thorarchaeota;s__Candidatus Thorarchaeota archaeon	0	3339353	none	none	na	3339353	0	DXJO00000000.1	3244	56	29929	1	none	none	none	none	none	none	1531	DXJO01000029.1	1055	662	0	78.294	AB213062.1.1375	Archaea;Thermoproteota;Bathyarchaeia;Incertae Sedis;Incertae Sedis;Incertae Sedis;uncultured archaeon	0	19	47	0
GB_GCA_964508365.1	Archaea	Asgardarchaeota	Lokiarchaeia	Sigyniarchaeales	SOKP01	SOKP01	SOKP01 sp964508365	0	100.0	3.65	General	89.88	5.14	149	k__Archaea (UID2)	107	28.57	3551462	87.17982581031588	171	1295474	31.817241828171166	4073720	GB_GCA_964508365.1	t	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Sigyniarchaeales;f__SOKP01;g__SOKP01;s__SOKP01 sp964508365	not type material	none	f	25	24	163699	163699	50013	1	907	CAZDTP010000025.1	none	0	none	none	910	1057	0	87.912	JYIM01000373.485.3826	Archaea;Asgardarchaeota;Incertae Sedis;Incertae Sedis;Incertae Sedis;Incertae Sedis;Lokiarchaeum sp. GC14_75	23810	27340	f	f	t	47487	52815	Scaffold	SRP214966_co7_76	na	PRJEB82487	SAMEA117292377	171	47487	none	2025-01-13	GCA_964508365.1	derived from metagenome	full	SRP214966_co7_76	none	none	0	none	uncultured archaeon	none	na	none	149	24	52815	31876	13854	2025-01-13	22	115547	none	SRP214966_co7_76	Centre for Microbiome Research	115547	d__Archaea;p__;c__;o__;f__;g__;s__	d__Archaea;x__environmental samples;s__uncultured archaeon	2110	4073720	none	none	na	4071610	0	CAZDTP000000000.1	3864	149	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	2110	17	43	0
GB_GCA_965612995.1	Archaea	Asgardarchaeota	Baldrarchaeia	Baldrarchaeales	Baldrarchaeaceae	Baldrarchaeum	Baldrarchaeum yapensis	0	96.14	1.33	General	93.93	4.67	149	k__Archaea (UID2)	107	0.0	2257905	86.35624789645993	121	1191579	45.57334852981673	2614640	GB_GCA_016840465.1	f	d__Archaea;p__Asgardarchaeota;c__Baldrarchaeia;o__Baldrarchaeales;f__Baldrarchaeaceae;g__Baldrarchaeum;s__Baldrarchaeum yapensis	not type material	none	f	12	12	206715	206715	22921	1	3142	CBFDUD010000033.1	none	0	none	none	2254	1982	0	82.831	CP000505.363018.366076	Archaea;Thermoproteota;Thermoproteia;Thermoproteales;Thermofilaceae;Thermofilum;Thermofilum pendens Hrk 5	21608	21608	f	f	t	60550	60550	Contig	SRR6823440_concoct_113	na	PRJEB26744	SAMEA118566339	121	60550	none	2025-07-08	GCA_965612995.1	derived from metagenome	full	SRR6823440_concoct_113	none	none	0	none	Candidatus Baldrarchaeum yapensis	none	na	none	none	none	none	none	none	2025-07-08	0	2798940	none	SRR6823440_concoct_113	EMG	2798940	d__Archaea;p__Candidatus Baldrarchaeota;c__Candidatus Baldrarchaeia;o__Candidatus Baldrarchaeales;f__Candidatus Baldrarchaeaceae;g__Candidatus Baldrarchaeum;s__Candidatus Baldrarchaeum yapensis	d__Archaea;x__Promethearchaeati;p__Candidatus Baldrarchaeota;c__Candidatus Baldrarchaeia;o__Candidatus Baldrarchaeales;f__Candidatus Baldrarchaeaceae;g__Candidatus Baldrarchaeum;s__Candidatus Baldrarchaeum yapensis	0	2614640	none	none	na	2614640	0	CBFDUD000000000.1	2910	121	124066	1	none	none	none	none	none	none	706	CBFDUD010000004.1	679	952	0	92.047	AB095134.1.1060	Archaea;Methanobacteriota;Methanococci;Methanococcales;Methanococcaceae;Incertae Sedis;uncultured archaeon	0	17	44	0
GB_GCA_048938005.1	Archaea	Asgardarchaeota	Lokiarchaeia	Sigyniarchaeales	SOKP01	Loki-b32	Loki-b32 sp048938005	0	95.28	7.23	General	87.85	4.67	149	k__Archaea (UID2)	107	0.0	3259194	87.6010853394508	130	1107573	29.79272890134617	3720495	GB_GCA_048938005.1	t	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Sigyniarchaeales;f__SOKP01;g__Loki-b32;s__Loki-b32 sp048938005	not type material	none	f	18	16	216924	216924	42847	1	1939	JBHLMQ010000026.1	none	0	none	none	1940	2787	0	92.629	JYIM01000373.485.3826	Archaea;Asgardarchaeota;Incertae Sedis;Incertae Sedis;Incertae Sedis;Incertae Sedis;Lokiarchaeum sp. GC14_75	28596	36836	f	f	t	51029	55642	Scaffold	ASM4893800v1	na	PRJNA1162170	SAMN43852846	130	51029	none	2025-03-25	GCA_048938005.1	derived from metagenome	full	DZ2M.350	none	none	0	0	Promethearchaeota archaeon	none	na	3	101	16	55642	30007	16365	2025-03-25	29	2053489	2	DZ2M.350	East china normal University	2053489	d__Archaea;p__Promethearchaeota;c__;o__;f__;g__;s__	d__Archaea;x__Promethearchaeati;p__Promethearchaeota;x__unclassified Promethearchaeota;s__Promethearchaeota archaeon	2900	3720495	11	41	na	3717595	0	JBHLMQ000000000.1	3540	101	79542	1	none	none	none	none	none	none	413	JBHLMQ010000013.1	412	739	0	99.029	JQ258632.1.938	Archaea;Asgardarchaeota;Lokiarchaeia;Incertae Sedis;Incertae Sedis;Incertae Sedis;uncultured archaeon	2900	17	40	1
GB_GCA_964600195.1	Archaea	Asgardarchaeota	Lokiarchaeia	Sigyniarchaeales	SOKP01	FT1-020	FT1-020 sp964600195	0	68.62	1.47	General	65.68	0.93	149	k__Archaea (UID2)	107	50.0	2117648	83.09477871650985	564	775384	30.56829260696462	2548473	GB_GCA_964600195.1	t	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Sigyniarchaeales;f__SOKP01;g__FT1-020;s__FT1-020 sp964600195	not type material	none	f	148	120	33185	33185	none	0	none	none	none	0	none	none	none	none	none	none	none	none	4497	5858	f	f	t	5472	6835	Scaffold	binchicken_co81_355	na	PRJEB82487	SAMEA117384517	564	5472	none	2025-01-09	GCA_964600195.1	derived from metagenome	full	binchicken_co81_355	none	none	0	none	uncultured archaeon	none	na	none	435	120	6835	4143	3160	2025-01-09	129	115547	none	binchicken_co81_355	Centre for Microbiome Research	115547	d__Archaea;p__;c__;o__;f__;g__;s__	d__Archaea;x__environmental samples;s__uncultured archaeon	11910	2548473	none	none	na	2536563	0	CAZRIR000000000.1	2727	435	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	11910	14	28	0
GB_GCA_011364965.1	Archaea	Asgardarchaeota	Heimdallarchaeia	Hodarchaeales	Hodarchaeaceae	Hodarchaeum	Hodarchaeum sp011364965	27	87.47	3.05	General	87.38	1.94	149	k__Archaea (UID2)	107	0.0	2583768	86.88024178010197	21	1035597	34.86497023204328	2973942	GB_GCA_011364965.1	t	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__Hodarchaeales;f__Hodarchaeaceae;g__Hodarchaeum;s__Hodarchaeum sp011364965	not type material	none	f	3	3	631821	646264	none	0	none	none	none	0	none	none	none	none	none	none	none	none	141444	185871	f	f	t	265961	525507	Scaffold	ASM1136496v1	na	PRJNA495098	SAMN10218970	21	265961	China: Shenzhen	2020-03-16	GCA_011364965.1	derived from metagenome	full	SZ_4_bin2.246	intertidal mangrove sediment	22.5288 N 114.0300 E	0	0	Candidatus Heimdallarchaeota archaeon	none	na	0	16	3	525507	211209	120241	2020-03-16	5	2026747	0	SZ_4_bin2.246	Shenzhen University	2026747	d__Archaea;p__Candidatus Heimdallarchaeota;c__;o__;f__;g__;s__	d__Archaea;x__Promethearchaeati;p__Candidatus Heimdallarchaeota;x__unclassified Candidatus Heimdallarchaeota;s__Candidatus Heimdallarchaeota archaeon	3607	2973942	11	29	na	2970335	0	RDOB00000000.1	2715	16	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	3607	16	43	0
GB_GCA_048938295.1	Archaea	Asgardarchaeota	Hermodarchaeia	Hermodarchaeales	Hermodarchaeaceae	Hermodarchaeum	Hermodarchaeum sp048938295	0	91.6	4.32	General	92.52	1.87	149	k__Archaea (UID2)	107	0.0	2247451	89.20633408550103	80	1153133	45.79586455042425	2519385	GB_GCA_048938295.1	t	d__Archaea;p__Asgardarchaeota;c__Hermodarchaeia;o__Hermodarchaeales;f__Hermodarchaeaceae;g__Hermodarchaeum;s__Hermodarchaeum sp048938295	not type material	none	f	14	12	159920	189368	46863	1	849	JBHLMI010000021.1	35426	1	110	JBHLMI010000027.1	421	248	7.98e-64	77.91	KX764886.1.3038	Archaea;Incertae Sedis;Incertae Sedis;Incertae Sedis;Incertae Sedis;Incertae Sedis;uncultured archaeon	31474	38172	f	f	t	58843	61422	Scaffold	ASM4893829v1	na	PRJNA1162170	SAMN43852838	80	58843	none	2025-03-25	GCA_048938295.1	derived from metagenome	full	DZ2M.271	none	none	0	0	Promethearchaeota archaeon	none	na	3	66	12	61422	43724	22287	2025-03-25	14	2053489	1	DZ2M.271	East china normal University	2053489	d__Archaea;p__Promethearchaeota;c__;o__;f__;g__;s__	d__Archaea;x__Promethearchaeati;p__Promethearchaeota;x__unclassified Promethearchaeota;s__Promethearchaeota archaeon	1400	2519385	11	41	na	2517985	0	JBHLMI000000000.1	2522	66	6268	1	none	none	none	none	none	none	589	JBHLMI010000055.1	428	601	4.08e-170	92.056	JQ989578.1.1448	Archaea;Asgardarchaeota;Lokiarchaeia;Odinarchaeales;Incertae Sedis;LCB-4;uncultured archaeon	1400	19	39	0
GB_GCA_030603385.1	Archaea	Asgardarchaeota	Lokiarchaeia	Sigyniarchaeales	SOKP01	Loki-b32	Loki-b32 sp030603385	0	94.17	6.99	General	82.71	3.27	149	k__Archaea (UID2)	107	0.0	3391529	87.14954183604772	58	1196721	30.751229565065447	3891620	GB_GCA_030603385.1	t	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Sigyniarchaeales;f__SOKP01;g__Loki-b32;s__Loki-b32 sp030603385	not type material	none	f	14	14	313784	313784	none	0	none	none	none	0	none	none	none	none	none	none	none	none	67096	67096	f	f	t	81401	81401	Contig	ASM3060338v1	na	PRJNA950938	SAMN34049239	58	81401	none	2023-08-03	GCA_030603385.1	derived from metagenome	full	CSMAG_1226	cold seep	none	0	none	Promethearchaeota archaeon	none	na	none	none	none	none	none	none	2023-08-03	0	2053489	none	CSMAG_1226	Third Institute of Oceanography, Ministry of Natural Resources	2053489	d__Archaea;p__Promethearchaeota;c__;o__;f__;g__;s__	d__Archaea;x__Promethearchaeati;p__Promethearchaeota;x__unclassified Promethearchaeota;s__Promethearchaeota archaeon	0	3891620	none	none	na	3891620	0	JAUVXW000000000.1	3761	58	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	0	17	31	1
